playerId,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
c1d,12.0,try_yourself,1350.0,4.0,,,,,,,,,949d93f06b9a159e993467fe9d6eec5a,500.0,1150.0,647731a58664fd383a5bfc1d
c1d,13.0,try_yourself,1450.0,4.0,,,,,,,,,13cca31d179666d20e50d055a4ecefb7,400.0,1250.0,647731a58664fd383a5bfc1d
c1d,15.0,try_yourself,1250.0,4.0,,,,,,,,,13cca31d179666d20e50d055a4ecefb7,400.0,1250.0,647731a58664fd383a5bfc1d
c1d,16.0,try_yourself,600.0,0.0,,,,,,,,,05f42eade1468cc6abd87196683cc94b,600.0,1250.0,647731a58664fd383a5bfc1d
c1d,18.0,try_yourself,1250.0,4.0,,,,,,,,,05f42eade1468cc6abd87196683cc94b,600.0,1250.0,647731a58664fd383a5bfc1d
c1d,19.0,try_yourself,50.0,1.0,,,,,,,,,bdb44c717649461fc71058a0a17c78a3,700.0,1250.0,647731a58664fd383a5bfc1d
c1d,21.0,try_yourself,1250.0,4.0,,,,,,,,,bdb44c717649461fc71058a0a17c78a3,700.0,1250.0,647731a58664fd383a5bfc1d
c1d,23.0,individual,850.0,4.0,,,,,,,,,cfa4c9fbf3bddae733a97ec85cb6adcb,400.0,1050.0,647731a58664fd383a5bfc1d
c1d,24.0,individual,1250.0,4.0,,,,,,,,,b97544f690e26a1247ee2b037bf459ea,300.0,850.0,647731a58664fd383a5bfc1d
c1d,25.0,individual,1250.0,4.0,,,,,,,,,f38a8a68e3a72ef19f9a9d1677ff4f2d,200.0,1250.0,647731a58664fd383a5bfc1d
c1d,26.0,individual,1050.0,4.0,,,,,,,,,441f0072c2f675c4a064cba55f7a222a,400.0,1050.0,647731a58664fd383a5bfc1d
c1d,,demonstration,,,,,,,,,,,,,,647731a58664fd383a5bfc1d
c1e,4.0,individual,-650.0,1.0,,,,,,,,,c5c4489eb9f47bb6c0e54996f4bd7702,500.0,1450.0,647731a58664fd383a5bfc1e
c1e,5.0,individual,-650.0,3.0,,,,,,,,,39119d062e50b33111b80dfc40cf55b1,300.0,1250.0,647731a58664fd383a5bfc1e
